fixed_acidity,volatile_acidity,total_sulfur_dioxide,alcohol,quality,color
7.1,0.23,65.0,12.7,7,white
7.8,0.19,182.0,9.9,6,white
6.3,0.19,158.0,11.4,6,white
6.8,0.2,103.0,10.7,6,white
5.7,0.44,173.0,12.5,6,white
7.2,0.4,189.0,8.6,4,white
6.8,0.23,147.0,12.5,6,white
5.7,0.335,174.0,10.0,5,white
7.2,0.4,189.0,8.6,4,white
7.2,0.28,200.0,9.5,6,white
6.8,0.19,164.0,9.6,6,white
6.4,0.3,210.0,9.9,6,white
6.5,0.3,210.0,9.9,5,white
7.8,0.18,140.0,8.9,6,white
7.8,0.18,140.0,8.9,6,white
7.3,0.51,135.0,8.8,5,white
6.0,0.24,170.0,10.0,7,white
5.9,0.62,152.0,12.0,6,white
6.0,0.24,170.0,10.0,7,white
6.7,0.27,138.0,10.0,6,white
7.8,0.34,167.0,12.1,6,white
7.3,0.26,141.0,11.0,6,white
7.4,0.36,55.0,11.2,6,white
7.8,0.28,115.0,10.3,7,white
6.1,0.31,167.0,10.4,6,white
6.8,0.18,154.0,9.1,5,white
7.4,0.15,154.0,10.4,6,white
5.9,0.13,78.0,10.8,6,white
7.2,0.34,41.0,11.7,5,white
7.9,0.19,143.0,9.8,5,white
7.9,0.19,143.0,9.8,5,white
6.9,0.25,101.0,11.4,6,white
5.8,0.36,96.0,11.2,6,white
5.6,0.35,72.0,11.4,5,white
5.9,0.32,140.0,9.2,6,white
7.2,0.31,29.0,12.5,4,white
6.1,0.28,116.0,12.6,6,white
5.2,0.36,104.0,12.2,6,white
5.6,0.19,112.0,11.2,6,white
6.4,0.1,103.0,9.7,6,white
6.4,0.18,150.0,9.3,5,white
7.4,0.25,178.0,9.0,6,white
7.4,0.25,178.0,9.0,6,white
7.4,0.25,178.0,9.0,6,white
7.9,0.345,171.0,9.1,5,white
7.9,0.345,171.0,9.1,5,white
7.4,0.25,178.0,9.0,6,white
6.1,0.24,61.0,10.4,5,white
6.8,0.25,211.0,9.5,6,white
6.7,0.31,175.0,11.4,4,white
7.2,0.46,192.0,8.7,5,white
5.5,0.35,167.0,9.9,6,white
6.7,0.24,148.0,9.9,6,white
6.8,0.28,162.0,9.0,6,white
6.4,0.16,149.0,10.0,6,white
6.3,0.26,172.0,9.7,6,white
7.7,0.22,87.0,11.8,6,white
6.5,0.18,127.0,10.2,7,white
7.2,0.46,192.0,8.7,5,white
7.0,0.3,168.0,9.6,7,white
9.2,0.25,93.0,11.3,7,white
7.8,0.28,118.0,12.1,7,white
7.0,0.3,168.0,9.6,7,white
7.8,0.28,118.0,12.1,7,white
9.2,0.25,93.0,11.3,7,white
8.4,0.35,160.0,9.4,5,white
6.1,0.41,137.0,10.4,6,white
5.9,0.21,165.0,9.5,5,white
7.2,0.34,144.0,12.3,6,white
6.7,0.21,150.0,9.9,7,white
5.9,0.37,128.0,10.1,5,white
7.7,0.34,184.0,9.2,6,white
7.4,0.3,135.0,10.4,7,white
6.8,0.51,165.0,9.1,5,white
7.8,0.22,99.0,10.0,6,white
7.2,0.35,37.0,11.5,6,white
6.0,0.26,153.0,9.8,5,white
6.1,0.26,154.0,9.8,6,white
6.5,0.28,179.0,9.4,6,white
7.4,0.41,194.0,8.7,5,white
6.5,0.28,107.0,11.6,7,white
6.7,0.34,181.0,8.8,5,white
7.2,0.2,151.0,12.7,7,white
7.4,0.2,138.0,11.7,7,white
8.2,0.22,185.0,10.2,6,white
8.2,0.23,187.0,10.2,6,white
7.1,0.22,153.0,12.7,7,white
6.5,0.28,107.0,11.6,7,white
6.0,0.38,134.0,12.3,7,white
7.4,0.41,194.0,8.7,5,white
5.7,0.18,111.0,9.4,5,white
7.3,0.3,168.0,10.1,6,white
7.4,0.24,81.0,9.7,6,white
6.6,0.25,134.0,10.1,7,white
7.4,0.24,81.0,9.7,6,white
7.4,0.26,157.0,8.9,6,white
6.1,0.32,136.0,10.8,7,white
6.9,0.28,121.0,10.8,7,white
7.0,0.23,136.0,9.5,6,white
7.1,0.31,148.0,9.1,5,white
7.3,0.2,119.0,10.9,6,white
6.9,0.41,152.0,9.4,5,white
6.4,0.45,131.0,10.8,5,white
6.4,0.475,131.0,10.8,5,white
6.3,0.27,140.0,10.5,7,white
6.9,0.41,152.0,9.4,5,white
7.0,0.29,127.0,10.8,6,white
5.9,0.27,115.0,10.5,8,white
6.9,0.19,55.0,11.5,7,white
6.7,0.3,160.0,9.4,6,white
7.2,0.24,106.0,10.8,6,white
6.4,0.45,131.0,10.8,5,white
6.4,0.475,131.0,10.8,5,white
6.3,0.26,134.0,9.8,6,white
6.3,0.26,134.0,9.8,6,white
7.3,0.25,158.0,9.6,5,white
7.3,0.25,158.0,9.6,5,white
6.1,0.28,161.0,9.5,5,white
7.4,0.37,94.0,10.7,6,white
6.5,0.36,119.0,12.4,8,white
7.4,0.24,95.0,11.1,6,white
7.5,0.23,133.0,8.8,5,white
7.5,0.21,133.0,8.7,5,white
7.5,0.21,133.0,8.7,5,white
7.5,0.23,133.0,8.8,5,white
7.8,0.32,101.0,11.7,7,white
7.8,0.26,195.0,10.9,6,white
7.7,0.24,190.0,10.8,6,white
7.4,0.19,135.0,9.6,6,white
6.5,0.46,222.0,9.0,5,white
6.5,0.26,171.0,9.0,5,white
5.3,0.32,141.0,10.4,6,white
7.2,0.24,64.0,11.4,5,white
6.0,0.36,128.0,9.3,5,white
6.2,0.24,130.0,11.0,8,white
7.6,0.56,177.0,9.1,4,white
7.0,0.32,228.0,9.4,6,white
7.0,0.32,228.0,9.4,6,white
5.8,0.31,99.0,10.5,6,white
7.0,0.23,144.0,8.8,5,white
7.0,0.23,144.0,8.8,5,white
6.9,0.24,131.0,10.7,6,white
6.0,0.29,187.0,9.5,5,white
6.1,0.17,150.0,10.9,6,white
5.9,0.14,140.0,10.8,6,white
6.2,0.17,133.0,10.8,7,white
7.4,0.28,148.0,9.2,5,white
5.6,0.35,198.0,10.3,5,white
5.8,0.335,197.0,10.3,5,white
5.6,0.235,127.0,11.0,7,white
6.1,0.28,189.0,9.0,4,white
6.3,0.21,179.0,10.4,6,white
6.4,0.24,163.0,9.5,5,white
6.4,0.24,166.0,9.5,5,white
6.3,0.26,166.0,9.0,5,white
6.5,0.33,151.0,9.5,4,white
7.4,0.105,146.0,9.0,6,white
6.0,0.32,190.0,10.0,5,white
7.1,0.26,189.0,9.1,7,white
7.1,0.26,189.0,9.1,7,white
7.1,0.26,189.0,9.1,7,white
7.1,0.26,189.0,9.1,7,white
5.9,0.24,134.0,9.5,6,white
6.5,0.21,138.0,11.4,7,white
7.7,0.27,117.0,12.2,6,white
9.0,0.27,95.0,11.3,6,white
7.3,0.34,136.0,10.2,5,white
6.6,0.27,188.0,11.3,5,white
6.8,0.29,234.5,10.0,4,white
7.1,0.28,86.0,9.4,5,white
6.8,0.25,133.0,12.2,7,white
7.0,0.57,188.0,9.2,4,white
7.1,0.28,86.0,9.4,5,white
7.1,0.17,182.0,9.6,6,white
7.8,0.28,130.0,9.5,5,white
6.8,0.22,195.0,12.5,6,white
7.1,0.17,182.0,9.6,6,white
6.1,0.14,173.0,10.0,6,white
6.4,0.24,211.0,9.3,5,white
7.8,0.42,199.0,9.3,6,white
6.6,0.28,101.0,11.6,6,white
7.1,0.32,150.0,12.5,8,white
6.7,0.31,130.0,10.6,6,white
6.4,0.32,206.0,9.4,5,white
6.1,0.28,201.0,9.1,6,white
5.9,0.29,224.0,9.0,6,white
5.8,0.32,94.0,11.8,7,white
5.8,0.32,94.0,11.8,7,white
5.7,0.32,94.0,11.8,7,white
6.7,0.28,159.0,10.0,5,white
6.8,0.34,171.0,9.7,5,white
5.9,0.25,165.0,9.5,6,white
6.4,0.27,174.0,9.4,5,white
8.1,0.46,183.0,11.2,5,white
6.2,0.36,201.0,9.0,5,white
6.8,0.22,114.0,10.7,7,white
6.8,0.67,193.0,9.0,4,white
7.2,0.28,222.0,9.1,6,white
6.7,0.17,125.0,10.8,7,white
6.9,0.2,136.0,10.1,4,white
6.1,0.36,198.0,9.9,6,white
6.0,0.36,191.0,9.8,5,white
5.9,0.37,185.0,9.8,5,white
7.6,0.29,225.0,9.5,6,white
6.3,0.34,198.0,9.5,5,white
6.7,0.19,94.0,11.1,6,white
7.5,0.31,204.0,9.5,5,white
7.5,0.31,204.0,9.5,5,white
7.4,0.31,204.0,9.4,5,white
8.4,0.4,197.0,9.7,5,white
5.9,0.34,135.0,13.9,7,white
6.6,0.38,84.0,10.1,4,white
6.4,0.33,110.0,10.5,6,white
5.6,0.25,115.0,12.6,6,white
8.6,0.27,41.0,10.9,5,white
6.2,0.31,218.0,10.0,5,white
7.2,0.18,166.0,11.2,6,white
7.7,0.2,130.0,10.0,6,white
6.2,0.47,98.0,9.2,5,white
6.1,0.25,172.0,9.5,5,white
8.2,0.27,128.0,12.3,6,white
8.2,0.27,128.0,12.3,6,white
6.4,0.31,213.0,10.0,5,white
6.0,0.39,187.0,10.8,6,white
6.2,0.21,150.0,10.5,7,white
7.7,0.42,221.0,9.2,6,white
7.0,0.27,157.0,9.1,5,white
6.2,0.21,150.0,10.5,7,white
7.4,0.29,127.0,10.2,7,white
6.6,0.29,178.0,8.9,5,white
6.0,0.3,182.0,10.4,5,white
6.9,0.31,128.0,11.7,6,white
6.6,0.33,89.0,12.4,8,white
7.8,0.3,122.0,10.9,7,white
6.4,0.39,136.0,10.2,5,white
6.4,0.24,114.0,11.7,7,white
7.0,0.21,101.0,9.4,5,white
6.4,0.16,157.0,10.5,5,white
6.0,0.33,188.0,9.4,5,white
6.5,0.23,139.0,10.4,6,white
6.2,0.25,240.0,9.5,6,white
8.8,0.28,49.0,11.1,7,white
6.6,0.25,183.0,9.1,6,white
6.9,0.38,191.0,9.2,5,white
6.4,0.25,129.0,9.6,6,white
6.6,0.25,183.0,9.1,6,white
6.9,0.38,191.0,9.2,5,white
7.1,0.21,142.0,10.8,7,white
6.4,0.25,129.0,9.6,6,white
6.9,0.39,19.0,12.6,3,white
5.8,0.2,57.0,11.0,6,white
7.0,0.2,136.0,10.2,6,white
5.9,0.26,152.0,9.4,5,white
7.4,0.38,160.0,10.0,5,white
7.4,0.2,113.0,12.2,6,white
7.0,0.21,253.0,10.5,6,white
7.2,0.29,177.0,11.5,6,white
6.9,0.18,176.0,9.8,6,white
7.3,0.3,175.0,11.4,6,white
7.2,0.29,177.0,11.5,6,white
6.9,0.2,167.0,10.2,6,white
6.7,0.2,160.0,9.4,6,white
7.0,0.21,253.0,10.5,6,white
5.9,0.35,138.0,9.1,5,white
7.1,0.28,107.0,12.2,7,white
5.8,0.25,175.0,9.5,5,white
6.8,0.22,178.0,9.3,6,white
7.1,0.14,136.0,9.8,7,white
7.1,0.13,134.0,9.8,7,white
6.9,0.18,176.0,9.8,6,white
7.0,0.2,173.0,9.8,6,white
6.8,0.24,247.0,8.7,5,white
5.0,0.44,128.0,10.2,6,white
6.3,0.3,168.0,9.5,6,white
7.2,0.27,135.0,11.0,6,white
6.7,0.5,238.0,9.2,5,white
6.8,0.2,46.0,10.9,6,white
6.7,0.11,113.0,9.3,7,white
6.7,0.11,113.0,9.3,7,white
6.8,0.12,120.0,9.8,7,white
6.6,0.16,140.0,9.3,7,white
6.6,0.21,144.0,9.3,7,white
6.1,0.27,172.0,9.4,5,white
9.1,0.27,124.0,10.4,9,white
6.4,0.225,104.0,12.1,6,white
8.3,0.14,98.0,11.0,6,white
7.2,0.23,197.0,9.0,5,white
6.9,0.22,178.0,9.5,7,white
8.1,0.17,145.0,8.8,8,white
6.0,0.395,55.0,11.2,4,white
7.8,0.29,213.0,9.3,6,white
6.9,0.22,178.0,9.5,7,white
8.1,0.17,145.0,8.8,8,white
7.2,0.23,197.0,9.0,5,white
7.6,0.3,119.0,9.3,6,white
7.7,0.34,117.0,9.2,6,white
7.7,0.34,117.0,9.2,6,white
5.8,0.34,116.0,10.0,7,white
7.6,0.3,119.0,9.3,6,white
7.7,0.34,117.0,9.2,6,white
5.9,0.24,92.0,10.9,7,white
6.4,0.46,144.0,10.0,5,white
5.9,0.24,92.0,10.9,7,white
7.4,0.32,173.0,9.3,5,white
7.2,0.31,157.0,9.0,5,white
7.8,0.42,215.0,9.2,6,white
6.9,0.24,153.0,9.6,6,white
5.4,0.18,113.0,9.4,6,white
6.0,0.18,75.0,11.1,8,white
7.8,0.27,161.0,8.9,6,white
6.0,0.28,222.0,9.3,5,white
6.8,0.39,220.0,9.3,5,white
6.6,0.21,165.0,9.8,7,white
7.3,0.32,112.0,9.8,6,white
7.8,0.27,161.0,8.9,6,white
6.4,0.31,205.0,9.6,5,white
6.2,0.29,204.0,9.6,6,white
6.0,0.39,246.0,9.0,6,white
6.2,0.3,206.0,9.5,6,white
6.0,0.28,222.0,9.3,5,white
6.0,0.41,120.0,9.2,6,white
6.4,0.35,160.0,9.1,7,white
6.5,0.26,166.0,9.5,6,white
7.9,0.35,229.0,10.5,6,white
6.2,0.3,125.0,9.0,5,white
8.4,0.18,77.0,11.7,5,white
6.6,0.56,133.0,9.1,5,white
6.2,0.3,125.0,9.0,5,white
6.6,0.56,133.0,9.1,5,white
6.6,0.36,85.0,12.4,9,white
7.3,0.655,212.0,9.2,6,white
6.8,0.18,104.0,9.4,5,white
6.7,0.19,117.0,9.6,6,white
8.4,0.18,77.0,11.7,5,white
7.0,0.21,167.0,9.8,6,white
6.8,0.25,155.0,10.2,6,white
7.4,0.24,139.0,12.5,9,white
7.1,0.16,90.0,10.9,7,white
7.1,0.16,90.0,11.0,7,white
7.3,0.205,110.0,10.5,6,white
7.4,0.17,161.0,11.5,4,white
7.3,0.3,108.0,12.8,8,white
6.9,0.25,82.0,12.2,6,white
7.3,0.205,110.0,10.5,6,white
7.5,0.42,108.0,12.8,8,white
7.3,0.25,177.0,11.9,8,white
7.3,0.25,177.0,11.9,8,white
7.3,0.25,177.0,11.9,8,white
7.5,0.34,126.0,12.0,7,white
7.6,0.33,126.0,12.0,7,white
8.7,0.23,169.0,8.8,7,white
8.7,0.23,169.0,8.8,7,white
6.9,0.19,101.0,10.8,7,white
7.3,0.21,118.0,11.0,8,white
7.3,0.21,118.0,11.0,8,white
6.6,0.22,153.0,9.3,5,white
9.2,0.34,73.0,10.8,5,white
8.7,0.23,169.0,8.8,7,white
6.0,0.2,105.0,11.5,6,white
6.9,0.19,101.0,10.8,7,white
8.2,0.38,166.0,9.4,5,white
6.9,0.18,117.0,9.5,7,white
7.7,0.34,151.0,8.6,5,white
6.9,0.18,117.0,9.5,7,white
7.4,0.2,116.0,10.3,7,white
8.2,0.38,166.0,9.4,5,white
8.2,0.4,169.0,9.4,5,white
6.7,0.22,149.0,10.0,7,white
6.6,0.3,166.0,9.4,5,white
8.1,0.27,103.0,10.4,8,white
7.3,0.25,182.0,9.1,7,white
4.8,0.34,163.0,9.9,6,white
6.2,0.28,111.0,12.1,6,white
4.8,0.33,163.0,9.9,5,white
6.1,0.27,117.0,12.5,6,white
6.9,0.18,117.0,9.5,7,white
7.8,0.18,143.0,8.5,8,white
7.3,0.28,173.0,9.0,7,white
7.3,0.24,97.0,10.1,6,white
6.0,0.45,159.0,9.4,5,white
7.7,0.34,151.0,8.6,5,white
6.3,0.26,125.0,10.7,6,white
10.3,0.17,33.0,9.6,3,white
7.7,0.15,64.0,10.1,5,white
7.1,0.21,141.0,10.0,7,white
6.9,0.36,119.0,12.7,9,white
6.0,0.28,104.0,10.2,6,white
6.2,0.16,110.0,8.9,6,white
6.9,0.12,111.0,11.9,8,white
7.1,0.21,141.0,10.0,7,white
8.8,0.36,121.0,9.9,6,white
7.4,0.26,125.0,11.5,6,white
7.4,0.26,125.0,11.5,6,white
6.8,0.23,236.0,9.8,6,white
6.1,0.34,105.0,12.2,7,white
7.3,0.26,173.0,11.4,6,white
6.5,0.3,90.0,11.0,7,white
7.3,0.26,173.0,11.4,6,white
6.5,0.3,90.0,11.0,7,white
5.0,0.31,166.0,9.9,6,white
5.8,0.26,114.0,11.0,7,white
5.9,0.26,114.0,9.4,5,white
7.0,0.31,128.0,12.2,7,white
5.8,0.26,114.0,11.0,7,white
5.6,0.19,67.0,10.3,6,white
6.8,0.18,242.0,10.5,6,white
7.0,0.29,87.0,10.5,6,white
6.6,0.26,67.0,10.9,6,white
6.8,0.18,242.0,10.5,6,white
6.6,0.2,145.0,11.0,7,white
8.0,0.29,113.0,9.7,6,white
6.1,0.28,229.0,8.9,5,white
5.9,0.31,206.0,9.6,6,white
6.9,0.21,159.0,8.8,8,white
8.4,0.19,101.0,11.1,4,white
8.3,0.27,72.0,10.3,4,white
7.1,0.25,124.0,12.2,8,white
8.0,0.23,159.0,9.8,4,white
7.5,0.24,217.0,8.8,5,white
6.3,0.33,144.0,9.9,5,white
6.2,0.33,143.0,9.9,5,white
6.3,0.34,145.0,9.9,5,white
5.8,0.29,30.0,9.2,5,white
8.0,0.32,88.0,9.5,4,white
5.6,0.29,30.0,9.2,5,white
7.4,0.13,137.0,10.3,7,white
7.7,0.3,124.0,11.0,6,white
7.0,0.24,107.0,11.9,6,white
8.6,0.18,107.0,10.2,7,white
7.0,0.11,144.0,9.4,7,white
7.7,0.32,153.0,8.9,6,white
7.7,0.32,153.0,8.9,6,white
6.5,0.26,215.0,10.0,6,white
7.9,0.28,152.0,10.7,8,white
6.3,0.27,100.0,9.8,5,white
5.4,0.595,80.0,9.3,5,white
6.7,0.25,173.0,9.5,7,white
6.5,0.25,179.0,10.0,5,white
6.1,0.36,115.0,9.0,5,white
7.7,0.17,84.0,11.9,7,white
6.4,0.26,230.0,8.9,5,white
6.5,0.26,225.0,10.0,6,white
5.9,0.29,205.0,9.6,5,white
6.2,0.28,233.0,8.9,5,white
6.1,0.27,230.0,8.9,5,white
6.4,0.43,67.0,11.4,5,white
6.1,0.36,115.0,9.0,5,white
6.2,0.35,244.0,10.0,6,white
7.7,0.24,194.0,9.6,7,white
6.2,0.34,197.0,9.7,5,white
6.3,0.27,212.0,9.5,6,white
5.4,0.415,88.0,10.0,7,white
6.9,0.48,135.0,12.2,7,white
6.5,0.18,131.0,8.7,7,white
6.7,0.15,105.0,10.2,7,white
8.2,0.345,205.0,9.6,5,white
8.5,0.16,147.0,10.0,5,white
6.8,0.705,57.0,9.5,4,white
7.3,0.25,84.0,11.5,5,white
7.6,0.345,134.0,9.5,5,white
7.6,0.22,143.0,9.8,6,white
6.5,0.17,99.0,10.1,6,white
8.2,0.23,117.0,10.0,5,white
7.6,0.22,143.0,9.8,6,white
7.6,0.345,134.0,9.5,5,white
7.5,0.32,133.0,9.5,5,white
6.6,0.23,79.0,10.2,7,white
6.6,0.2,78.0,10.2,7,white
7.3,0.24,174.0,9.0,6,white
7.3,0.24,174.0,9.0,6,white
8.0,0.42,101.0,12.3,7,white
7.3,0.24,174.0,9.0,6,white
6.1,0.19,112.0,11.6,6,white
5.9,0.26,152.0,9.5,6,white
8.3,0.23,101.0,11.5,5,white
6.5,0.34,188.0,9.6,6,white
6.8,0.22,153.0,9.0,6,white
6.5,0.08,93.0,12.0,7,white
5.5,0.42,68.0,11.4,7,white
5.1,0.42,102.0,12.3,7,white
6.0,0.27,110.0,12.6,7,white
6.8,0.22,153.0,9.0,6,white
6.5,0.08,93.0,12.0,7,white
7.1,0.13,114.0,11.7,6,white
7.6,0.3,111.0,9.2,5,white
6.6,0.13,131.0,10.3,6,white
6.5,0.14,189.0,8.6,5,white
7.7,0.28,155.0,10.7,7,white
6.0,0.2,54.0,9.8,5,white
6.0,0.19,55.0,9.8,6,white
7.7,0.28,155.0,10.7,7,white
5.1,0.39,72.0,12.5,6,white
5.7,0.36,77.0,11.9,6,white
6.9,0.19,149.0,10.8,5,white
6.0,0.41,122.0,10.5,6,white
7.4,0.28,161.0,10.3,6,white
7.4,0.3,163.0,10.3,6,white
6.9,0.19,149.0,10.8,5,white
7.7,0.28,117.0,12.0,7,white
8.6,0.16,143.0,10.2,6,white
8.2,0.26,69.0,10.2,4,white
6.5,0.25,217.0,9.9,5,white
7.0,0.24,62.0,10.1,4,white
8.6,0.18,187.0,9.5,6,white
7.8,0.27,154.0,10.5,6,white
6.0,0.26,29.0,10.4,5,white
6.1,0.24,152.0,9.5,6,white
8.0,0.24,184.0,9.2,6,white
7.6,0.21,165.0,10.1,7,white
8.0,0.19,84.0,9.8,7,white
6.4,0.28,216.0,9.4,5,white
6.4,0.28,221.0,9.4,6,white
6.9,0.24,136.0,10.4,7,white
5.8,0.36,153.0,11.3,6,white
6.6,0.18,91.0,10.8,6,white
5.8,0.36,153.0,11.3,6,white
5.1,0.52,79.0,9.3,5,white
6.6,0.22,199.0,10.3,7,white
8.3,0.15,146.0,10.5,6,white
7.6,0.16,109.0,10.3,6,white
7.7,0.16,173.0,11.2,7,white
8.3,0.16,98.0,10.3,6,white
6.2,0.25,210.0,9.5,5,white
6.1,0.16,162.0,8.9,5,white
7.6,0.39,113.0,10.2,5,white
6.8,0.37,136.0,9.2,5,white
7.6,0.16,109.0,10.3,6,white
7.1,0.18,157.0,10.5,6,white
8.3,0.14,189.0,9.5,6,white
8.6,0.2,125.0,11.4,7,white
8.6,0.2,125.0,11.4,7,white
6.8,0.19,188.0,11.1,8,white
7.6,0.19,174.0,10.5,6,white
6.8,0.34,185.0,12.0,6,white
6.2,0.15,123.0,9.7,6,white
6.6,0.14,140.0,10.2,6,white
8.0,0.55,60.0,9.5,4,white
7.0,0.24,128.0,10.4,7,white
6.3,0.6,245.0,9.3,4,white
7.1,0.2,166.0,10.5,6,white
6.2,0.34,232.0,10.0,6,white
7.1,0.3,234.0,10.2,6,white
7.1,0.3,234.0,10.2,6,white
7.9,0.64,227.0,9.1,3,white
8.8,0.17,148.0,10.2,6,white
7.5,0.17,75.0,10.7,5,white
7.1,0.47,77.0,9.7,5,white
7.1,0.15,104.0,9.3,7,white
7.5,0.17,102.0,11.0,5,white
8.2,0.68,138.0,10.8,4,white
7.7,0.275,75.0,10.7,5,white
7.3,0.49,104.0,10.7,4,white
7.5,0.33,243.0,8.8,5,white
7.2,0.21,94.0,10.9,7,white
7.3,0.15,92.0,10.5,5,white
6.5,0.19,107.0,10.0,5,white
7.0,0.31,61.0,10.4,5,white
8.3,0.4,75.0,9.2,5,white
6.1,0.37,116.0,12.6,6,white
7.3,0.24,152.0,9.0,5,white
6.9,0.21,123.0,9.2,6,white
7.6,0.29,86.0,11.3,5,white
9.4,0.29,119.0,10.3,4,white
7.0,0.31,61.0,10.4,5,white
8.6,0.26,111.0,10.0,5,white
7.5,0.21,111.0,10.7,6,white
7.2,0.51,197.0,9.0,5,white
7.5,0.21,111.0,10.7,6,white
5.3,0.3,166.0,8.7,4,white
8.0,0.26,121.0,11.6,7,white
7.0,0.21,185.0,9.4,5,white
6.7,0.26,216.0,9.5,5,white
6.7,0.26,202.0,9.5,5,white
8.1,0.26,159.0,10.9,6,white
8.3,0.22,126.0,9.7,5,white
6.4,0.3,172.0,9.1,6,white
7.5,0.19,125.0,11.1,7,white
8.8,0.33,87.0,12.6,7,white
6.9,0.2,147.0,11.0,6,white
8.0,0.37,166.0,11.3,7,white
8.3,0.22,126.0,9.7,5,white
8.2,0.29,118.0,10.9,7,white
7.7,0.34,192.0,10.9,5,white
6.2,0.55,186.0,9.3,6,white
6.4,0.4,124.0,12.7,7,white
7.5,0.28,180.0,10.1,6,white
7.8,0.26,132.0,10.0,5,white
6.5,0.26,197.0,9.8,5,white
6.3,0.34,227.0,10.1,6,white
6.8,0.15,118.0,9.0,7,white
6.3,0.27,155.0,9.4,6,white
6.3,0.27,155.0,9.4,6,white
7.4,0.2,190.0,9.2,6,white
6.3,0.23,142.0,10.1,7,white
7.3,0.31,160.0,8.6,5,white
5.2,0.24,128.0,11.2,8,white
7.0,0.24,123.0,11.2,8,white
7.4,0.2,190.0,9.2,6,white
7.0,0.17,127.0,10.6,7,white
8.3,0.21,213.0,9.3,6,white
7.2,0.21,178.0,8.9,6,white
7.1,0.21,156.0,10.6,6,white
8.4,0.17,132.0,10.6,7,white
7.4,0.24,183.0,8.8,5,white
5.3,0.24,97.0,11.0,8,white
6.5,0.28,139.0,10.2,6,white
6.3,0.23,142.0,10.1,7,white
6.5,0.29,120.0,10.1,6,white
5.8,0.29,120.0,14.0,7,white
6.3,0.27,155.0,9.4,6,white
6.3,0.17,107.0,11.8,6,white
6.3,0.16,148.0,11.4,5,white
7.9,0.29,117.0,10.7,5,white
7.3,0.31,160.0,8.6,5,white
5.5,0.32,191.0,11.5,7,white
5.2,0.24,128.0,11.2,8,white
7.2,0.37,87.0,12.6,7,white
6.1,0.29,76.0,12.6,7,white
9.2,0.22,151.0,9.3,4,white
7.2,0.37,87.0,12.6,7,white
8.0,0.18,96.0,12.1,6,white
6.5,0.22,177.0,9.9,6,white
7.4,0.18,102.0,10.7,5,white
6.5,0.52,26.0,10.0,4,white
7.0,0.15,96.0,10.4,8,white
5.9,0.415,64.0,10.5,5,white
8.1,0.45,216.0,9.7,5,white
5.8,0.415,64.0,10.5,5,white
6.4,0.5,138.0,9.0,5,white
6.7,0.105,106.0,9.2,6,white
6.0,0.4,117.0,10.1,6,white
6.6,0.25,89.0,11.4,7,white
9.8,0.36,124.0,10.8,5,white
9.6,0.23,135.0,10.9,5,white
6.3,0.55,182.0,9.2,6,white
6.5,0.115,166.0,12.9,7,white
6.4,0.125,99.0,12.0,7,white
5.7,0.1,100.0,9.5,5,white
7.9,0.25,117.0,11.8,7,white
6.9,0.2,159.0,9.1,6,white
6.9,0.23,128.0,9.7,6,white
6.8,0.39,162.0,9.1,5,white
8.7,0.22,114.0,10.0,5,white
7.4,0.41,127.0,10.4,5,white
6.7,0.25,161.0,9.5,6,white
6.0,0.26,178.0,12.3,8,white
6.1,0.31,170.0,11.7,8,white
9.2,0.28,133.0,9.5,5,white
9.0,0.31,91.0,11.5,5,white
8.5,0.16,57.0,10.6,6,white
9.3,0.34,146.0,10.2,5,white
9.2,0.28,133.0,9.5,5,white
7.2,0.24,131.0,10.5,5,white
7.2,0.25,132.0,10.5,5,white
6.8,0.32,223.0,8.9,5,white
9.1,0.27,151.0,10.6,5,white
8.9,0.34,188.0,9.5,5,white
7.0,0.17,111.0,10.8,6,white
6.7,0.25,220.0,9.5,5,white
6.9,0.32,219.0,8.9,5,white
6.8,0.32,223.0,8.9,5,white
6.1,0.6,79.0,9.4,4,white
5.3,0.395,102.0,10.6,6,white
7.9,0.16,171.0,9.0,4,white
7.6,0.33,172.0,10.5,4,white
7.8,0.3,135.0,9.0,6,white
7.8,0.3,135.0,9.0,6,white
5.7,0.26,189.5,9.4,6,white
7.8,0.3,135.0,9.0,6,white
7.5,0.14,153.0,9.6,6,white
7.8,0.3,135.0,9.0,6,white
6.6,0.25,151.0,10.2,7,white
5.7,0.26,189.5,9.4,6,white
8.2,0.23,73.0,10.4,6,white
6.0,0.24,129.0,10.4,5,white
6.1,0.45,82.0,9.5,5,white
7.4,0.23,113.0,10.6,6,white
7.2,0.2,74.0,11.0,5,white
7.5,0.14,153.0,9.6,6,white
7.7,0.25,115.0,9.9,6,white
8.2,0.61,118.0,9.6,5,white
7.6,0.21,119.0,12.8,6,white
7.4,0.22,101.0,11.4,5,white
7.2,0.26,214.0,10.0,6,white
6.4,0.25,173.0,9.1,5,white
6.3,0.32,198.0,9.4,7,white
6.8,0.25,189.0,10.2,6,white
9.8,0.44,167.0,9.2,5,white
7.2,0.2,109.0,9.4,5,white
8.2,0.61,118.0,9.6,5,white
7.5,0.42,125.0,10.1,6,white
7.4,0.22,101.0,11.4,5,white
6.4,0.26,134.0,10.6,6,white
7.9,0.46,138.0,12.8,7,white
6.5,0.41,225.0,8.9,5,white
7.5,0.32,184.0,9.3,5,white
6.6,0.21,104.0,11.1,8,white
7.1,0.21,143.0,9.9,6,white
